InstructionText,Offertype,OfferSelf,OfferOther,ConditionTrigger,ProposerLoop.thisRepN,ProposerLoop.thisTrialN,ProposerLoop.thisN,ProposerLoop.thisIndex,InstrReceiverLoop.thisRepN,InstrReceiverLoop.thisTrialN,InstrReceiverLoop.thisN,InstrReceiverLoop.thisIndex,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,response_accept,response_reject,color_subject,color_other,OfferProposers.started,OfferProposers.stopped,proposer_resp.keys,proposer_resp.rt,proposer_resp.started,proposer_resp.stopped,example.started,example.stopped,fixduration,fixationcross.started,fixationcross.stopped,Presented_Offer,offerSlide_pract.started,offerSlide_pract.stopped,choiceprac.keys,choiceprac.rt,choiceprac.started,choiceprac.stopped,FB_tooSlow_pract.started,FB_tooSlow_pract.stopped,feedback_slide_pract.started,feedback_slide_pract.stopped,MoneyWon,offerSlide.started,offerSlide.stopped,choice.keys,choice.rt,choice.started,choice.stopped,Square.started,Square.stopped,tooSlowSlide.started,tooSlowSlide.stopped,feedback_slide.started,feedback_slide.stopped,Square2.started,Square2.stopped,break_slide.started,break_slide.stopped,break_response.keys,break_response.started,break_response.stopped,break_response.rt,FeedbackMoney.started,FeedbackMoney.stopped,Amount.started,Amount.stopped,participant,session,EEGPort,LogFilesFolder,date,expName,psychopyVersion,frameRate,
,Offer3,3,7,3,,,,,,,,,,,,,10,1,31,2,,,,,,,,,,,,,0.5724299698878207,425.2469942147982,None,7_3_V2.png,,,,,,,,,,,88,425.8308309432505,None,4,0.4007889602726209,425.8308309432505,None,425.8308309432505,None,None,None,426.26453185128776,None,426.26453185128776,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer2,5,5,2,,,,,,,,,,,,,10,2,32,1,,,,,,,,,,,,,0.6246199621540351,427.265391813904,None,5_5_V2.png,,,,,,,,,,,93,427.8992741075417,None,4,0.3433097358974919,427.8992741075417,None,427.8992741075417,None,None,None,428.2829349928943,None,428.2829349928943,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer2,5,5,2,,,,,,,,,,,,,11,0,33,1,,,,,,,,,,,,,0.6337454694752576,429.2838142084038,None,5_5_V2.png,,,,,,,,,,,98,429.91767841598994,None,4,0.43687442678856314,429.91767841598994,None,429.91767841598994,None,None,None,430.3680572896119,None,430.3680572896119,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer1,1,9,1,,,,,,,,,,,,,11,1,34,0,,,,,,,,,,,,,0.5907638611833,431.36891637709414,None,9_1_V2.png,,,,,,,,,,,99,431.9694380721885,None,4,0.4120886589953443,431.9694380721885,None,431.9694380721885,None,None,None,432.4198198629201,None,432.4198198629201,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer1,1,9,1,,,,,,,,,,,,,11,2,35,0,,,,,,,,,,,,,0.660379677328701,433.4206818675084,None,9_1_V2.png,,,,,,,,,,,100,434.0879221342948,None,4,0.4645784666281543,434.0879221342948,None,434.0879221342948,None,None,None,434.5716691909365,None,434.5716691909365,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer2,5,5,2,,,,,,,,,,,,,12,0,36,1,,,,,,,,,,,,,0.5254260006305304,435.5725306121021,None,5_5_V2.png,,,,,,,,,,,105,436.1063238173483,None,4,0.4681487116868084,436.1063238173483,None,436.1063238173483,None,None,None,436.6067473810217,None,436.6067473810217,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer3,3,7,3,,,,,,,,,,,,,12,1,37,2,,,,,,,,,,,,,0.6751479893918347,437.60760909389865,None,7_3_V2.png,,,,,,,,,,,108,438.29153257706275,None,4,0.5538976026073215,438.29153257706275,None,438.29153257706275,None,None,None,438.875366680124,None,438.875366680124,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer2,5,5,2,,,,,,,,,,,,,12,2,38,1,,,,,,,,,,,,,0.5531952289986143,439.8762248924759,None,5_5_V2.png,,,,,,,,,,,113,440.4433851138965,None,4,0.7110455605179595,440.4433851138965,None,440.4433851138965,None,None,None,441.19402045941024,None,441.19402045941024,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer1,1,9,1,,,,,,,,,,,,,13,0,39,0,,,,,,,,,,,,,0.5196013961917303,442.19488713136525,None,9_1_V2.png,,,,,,,,,,,113,442.7286800449001,None,2,1.001696880099189,442.7286800449001,None,442.7286800449001,None,None,None,443.76289798066136,None,443.76289798066136,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer1,1,9,1,,,,,,,,,,,,,13,1,40,0,,,,,,,,,,,,,0.6133270587748433,444.76375765156627,None,9_1_V2.png,,,,,,,,,,,113,445.38095497856557,None,2,0.3623995640700741,445.38095497856557,None,445.38095497856557,None,None,None,445.76462490694394,None,445.76462490694394,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer2,5,5,2,,,,,,,,,,,,,13,2,41,1,,,,,,,,,,,,,0.5601523258257547,446.76547582653075,None,5_5_V2.png,,,,,,,,,,,118,447.332631672296,None,4,0.6236954705527751,447.332631672296,None,447.332631672296,None,None,None,447.9998675634233,None,447.9998675634233,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer2,5,5,2,,,,,,,,,,,,,14,0,42,1,,,,,,,,,,,,,0.6200230341245055,449.00072927630026,None,5_5_V2.png,,,,,,,,,,,123,449.6346025269122,None,4,0.2526980306029145,449.6346025269122,None,449.6346025269122,None,None,None,449.90150306762735,None,449.90150306762735,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer1,1,9,1,,,,,,,,,,,,,14,1,43,0,,,,,,,,,,,,,0.5489427954895869,450.90236157169056,None,9_1_V2.png,,,,,,,,,,,123,451.45283945186384,None,2,0.8204294212227978,451.45283945186384,None,451.45283945186384,None,None,None,452.30356417748044,None,452.30356417748044,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer1,1,9,1,,,,,,,,,,,,,14,2,44,0,,,,,,,,,,,,,0.6200661142080438,453.3044273489104,None,9_1_V2.png,,,,,,,,,,,124,453.9383067254457,None,4,0.3319344841511338,453.9383067254457,None,453.9383067254457,None,None,None,454.30528351929024,None,454.30528351929024,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer2,5,5,2,,,,,,,,,,,,,15,0,45,1,,,,,,,,,,,,,0.6195652984041581,455.3061347305884,None,5_5_V2.png,,,,,,,,,,,129,455.94002519212154,None,4,0.38121693461289397,455.94002519212154,None,455.94002519212154,None,None,None,456.3570455091758,None,456.3570455091758,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer3,3,7,3,,,,,,,,,,,,,15,1,46,2,,,,,,,,,,,,,0.6255842059050767,457.3579092640248,None,7_3_V2.png,,,,,,,,,,,132,457.99178689029577,None,4,0.6953783718854538,457.99178689029577,None,457.99178689029577,None,None,None,458.72575331324697,None,458.72575331324697,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer1,1,9,1,,,,,,,,,,,,,15,2,47,0,,,,,,,,,,,,,0.6847845607291855,459.7266150261239,None,9_1_V2.png,,,,,,,,,,,133,460.4105312165266,None,4,0.2596314062575402,460.4105312165266,None,460.4105312165266,None,None,None,460.6941047637483,None,460.6941047637483,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer2,5,5,2,,,,,,,,,,,,,16,0,48,1,,,,,,,,,,,,,0.6182937527385141,461.69496443465323,None,5_5_V2.png,,,,,,,,,,,138,462.3288464365796,None,4,0.24330203473800793,462.3288464365796,None,462.3288464365796,None,None,None,462.6124211506467,None,462.6124211506467,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer1,1,9,1,,,,,,,,,,,,,16,1,49,0,,,,,,,,,,,,,0.6191408954326928,463.6132825718123,None,9_1_V2.png,,,,,,,,,,,139,464.24715961466063,None,4,0.2579424023424508,464.24715961466063,None,464.24715961466063,None,None,None,464.54741433628806,None,464.54741433628806,None,465.5482748823233,None,space,466.5324533788262,None,1.7353853029235324,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer3,3,7,3,,,,,,,,,,,,,16,2,50,2,,,,,,,,,,,,,0.5562612029665966,468.300640946356,None,7_3_V2.png,,,,,,,,,,,142,468.86780816882674,None,4,0.8352354804010247,468.86780816882674,None,468.86780816882674,None,None,None,469.7355848329207,None,469.7355848329207,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer2,5,5,2,,,,,,,,,,,,,17,0,51,1,,,,,,,,,,,,,0.6510529296477975,470.7364421701386,None,5_5_V2.png,,,,,,,,,,,147,471.403680978372,None,4,0.9813226505029888,471.403680978372,None,471.403680978372,None,None,None,472.42122211539026,None,472.42122211539026,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer3,3,7,3,,,,,,,,,,,,,17,1,52,2,,,,,,,,,,,,,0.647645138029319,473.42208178629517,None,7_3_V2.png,,,,,,,,,,,150,474.08932176137023,None,4,0.30966326104316977,474.08932176137023,None,474.08932176137023,None,None,None,474.43962321502477,None,474.43962321502477,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer1,1,9,1,,,,,,,,,,,,,17,2,53,0,,,,,,,,,,,,,0.6658009666181874,475.4404811356653,None,9_1_V2.png,,,,,,,,,,,151,476.1244034519841,None,4,0.2495525160593388,476.1244034519841,None,476.1244034519841,None,None,None,476.4079784577625,None,476.4079784577625,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer1,1,9,1,,,,,,,,,,,,,18,0,54,0,,,,,,,,,,,,,0.5351431573163353,477.4088395872168,None,9_1_V2.png,,,,,,,,,,,152,477.975992515876,None,4,0.2659510229714215,477.975992515876,None,477.975992515876,None,None,None,478.27624811263377,None,478.27624811263377,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer3,3,7,3,,,,,,,,,,,,,18,1,55,2,,,,,,,,,,,,,0.6290903544812666,479.27711070064106,None,7_3_V2.png,,,,,,,,,,,155,479.92766920960275,None,4,0.3862366892499267,479.92766920960275,None,479.92766920960275,None,None,None,480.34469361060474,None,480.34469361060474,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer1,1,9,1,,,,,,,,,,,,,18,2,56,0,,,,,,,,,,,,,0.5244718409466848,481.34555328150964,None,9_1_V2.png,,,,,,,,,,,156,481.89602766115786,None,4,0.3978537690163648,481.89602766115786,None,481.89602766115786,None,None,None,482.3297332365619,None,482.3297332365619,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer1,1,9,1,,,,,,,,,,,,,19,0,57,0,,,,,,,,,,,,,0.5116942210001489,483.3305917406251,None,9_1_V2.png,,,,,,,,,,,157,483.86438348731826,None,4,0.312467765987094,483.86438348731826,None,483.86438348731826,None,None,None,484.2146811487328,None,484.2146811487328,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer2,5,5,2,,,,,,,,,,,,,19,1,58,1,,,,,,,,,,,,,0.6184283582232104,485.2155440284514,None,5_5_V2.png,,,,,,,,,,,162,485.8660993285994,None,4,0.49373726683552377,485.8660993285994,None,485.8660993285994,None,None,None,486.39989253384556,None,486.39989253384556,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer1,1,9,1,,,,,,,,,,,,,19,2,59,0,,,,,,,,,,,,,0.6899742688916845,487.4007548301415,None,9_1_V2.png,,,,,,,,,,,163,488.1180377450073,None,4,0.29878100007772446,488.1180377450073,None,488.1180377450073,None,None,None,488.4516548154388,None,488.4516548154388,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer2,5,5,2,,,,,,,,,,,,,20,0,60,1,,,,,,,,,,,,,0.5647115124473849,489.4525194454218,None,5_5_V2.png,,,,,,,,,,,168,490.03635208993,None,4,0.38542252518527675,490.03635208993,None,490.03635208993,None,None,None,490.453376490932,None,490.453376490932,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer2,5,5,2,,,,,,,,,,,,,20,1,61,1,,,,,,,,,,,,,0.5022853307248314,491.4542349949952,None,5_5_V2.png,,,,,,,,,,,173,491.9880276168187,None,4,0.28473047114675865,491.9880276168187,None,491.9880276168187,None,None,None,492.3049649714012,None,492.3049649714012,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer3,3,7,3,,,,,,,,,,,,,20,2,62,2,,,,,,,,,,,,,0.5530259809622242,493.30582551743646,None,7_3_V2.png,,,,,,,,,,,176,493.8896596204977,None,4,0.29206290678848745,493.8896596204977,None,493.8896596204977,None,None,None,494.22327873290124,None,494.22327873290124,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer1,1,9,1,,,,,,,,,,,,,21,0,63,0,,,,,,,,,,,,,0.6845894419398292,495.2241392789365,None,9_1_V2.png,,,,,,,,,,,177,495.9247413111116,None,4,0.3419561990813236,495.9247413111116,None,495.9247413111116,None,None,None,496.3084030715945,None,496.3084030715945,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer3,3,7,3,,,,,,,,,,,,,21,1,64,2,,,,,,,,,,,,,0.6799232387971567,497.3092679932888,None,7_3_V2.png,,,,,,,,,,,180,498.00986477467086,None,4,0.3548807254010171,498.00986477467086,None,498.00986477467086,None,None,None,498.3935300356825,None,498.3935300356825,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer2,5,5,2,,,,,,,,,,,,,21,2,65,1,,,,,,,,,,,,,0.5685838326454751,499.3943876646117,None,5_5_V2.png,,,,,,,,,,,185,499.99490148352197,None,4,0.4217719897242205,499.99490148352197,None,499.99490148352197,None,None,None,500.4619740751041,None,500.4619740751041,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer3,3,7,3,,,,,,,,,,,,,22,0,66,2,,,,,,,,,,,,,0.621593208014503,501.462831412322,None,7_3_V2.png,,,,,,,,,,,188,502.11338787931163,None,4,0.33022943616015255,502.11338787931163,None,502.11338787931163,None,None,None,502.4803690488152,None,502.4803690488152,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer1,1,9,1,,,,,,,,,,,,,22,1,67,0,,,,,,,,,,,,,0.601129130770942,503.48122988655814,None,9_1_V2.png,,,,,,,,,,,188,504.0984275052688,None,2,1.9371451341503416,504.0984275052688,None,504.0984275052688,None,None,None,506.06678595682024,None,506.06678595682024,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer3,3,7,3,,,,,,,,,,,,,22,2,68,2,,,,,,,,,,,,,0.6099235150888913,507.0676432940418,None,7_3_V2.png,,,,,,,,,,,191,507.70152121202045,None,4,0.57205249855906,507.70152121202045,None,507.70152121202045,None,None,None,508.3187191224424,None,508.3187191224424,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer3,3,7,3,,,,,,,,,,,,,23,0,69,2,,,,,,,,,,,,,0.5233847224370731,509.3195787933437,None,7_3_V2.png,,,,,,,,,,,194,509.87005113101986,None,4,0.4624691078570322,509.87005113101986,None,509.87005113101986,None,None,None,510.3704787786446,None,510.3704787786446,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer3,3,7,3,,,,,,,,,,,,,23,1,70,2,,,,,,,,,,,,,0.6647034127792516,511.3713399080989,None,7_3_V2.png,,,,,,,,,,,197,512.0552616409987,None,4,0.3682416506599111,512.0552616409987,None,512.0552616409987,None,None,None,512.4556045758873,None,512.4556045758873,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer2,5,5,2,,,,,,,,,,,,,23,2,71,1,,,,,,,,,,,,,0.540945084108701,513.456473289818,None,5_5_V2.png,,,,,,,,,,,202,514.0236186340007,None,4,0.5428484832227696,514.0236186340007,None,514.0236186340007,None,None,None,514.607453320481,None,514.607453320481,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer3,3,7,3,,,,,,,,,,,,,24,0,72,2,,,,,,,,,,,,,0.529469169314311,515.6083138665163,None,7_3_V2.png,,,,,,,,,,,205,516.1587862041924,None,4,0.4596552681759931,516.1587862041924,None,516.1587862041924,None,None,None,516.6592153103666,None,516.6592153103666,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer3,3,7,3,,,,,,,,,,,,,24,1,73,2,,,,,,,,,,,,,0.6290947423440028,517.6600749812715,None,7_3_V2.png,,,,,,,,,,,208,518.3106366990505,None,4,0.36377964654093375,518.3106366990505,None,518.3106366990505,None,None,None,518.7109770085444,None,518.7109770085444,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,Offer2,5,5,2,,,,,,,,,,,,,24,2,74,1,,,,,,,,,,,,,0.5138579846470281,519.711834929185,None,5_5_V2.png,,,,,,,,,,,213,520.2456293012729,None,4,0.3907649116590619,520.2456293012729,None,520.2456293012729,None,None,None,520.6793351683882,None,520.6793351683882,None,None,None,None,None,None,,,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1210,UltimatumGame,2020.1.3,59.95977093874615,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.6968748468535,531.7054703890499,521.6968748468535,531.7054703890499,,,,,,,,,
